Year,PipeID,Action,Cost,Priority_Score,Condition_Before
33,MH-4-039_MH-4-038,Replacement,30996.739755,0.9278061202216139,1.3385617307283058
33,MH-3-035_MH-3-032,Replacement,16081.015103999998,0.9000632788052985,1.3128810261176598
33,MH-4-062_MH-4-061,Replacement,13039.655202,0.8753242931425962,1.256845479482473
33,MH-2-053_MH-2-050,Replacement,13779.311382,0.8744172780495338,1.2645811515883605
33,MH-1-027_MH-1-026,Lining,5020.0362541,0.8690347124648798,1.206978903320463
33,MH-3-065_MH-3-001,Replacement,9192.923415,0.7494477586754984,1.4018680752942276
34,MH-5-005_MH-5-004,Replacement,17790.837939,7.614639511512357,1.0297896737738372
34,MH-2-014_MH-2-002,Replacement,33780.800970000004,0.9882948228280907,1.2104396764899743
34,MH-5-023_MH-5-022,Replacement,32697.306207,0.9595953430253914,1.3026398143518356
34,MH-4-038_MH-4-005,Replacement,22596.07923,0.9451855334476109,1.4032057617015954
